#complex,groundtruth,sub-expression
(x&(-3*(a&b)+1*(a&~b)-1*~(a&b)+4*~(a^b)-3*~(a|b)+2*~(a|~b)))*(x|(-3*(a&b)+1*(a&~b)-1*~(a&b)+4*~(a^b)-3*~(a|b)+2*~(a|~b)))+(x&~(-3*(a&b)+1*(a&~b)-1*~(a&b)+4*~(a^b)-3*~(a|b)+2*~(a|~b)))*(~x&(-3*(a&b)+1*(a&~b)-1*~(a&b)+4*~(a^b)-3*~(a|b)+2*~(a|~b))),x*b,(-3*(a&b)+1*(a&~b)-1*~(a&b)+4*~(a^b)-3*~(a|b)+2*~(a|~b))
(x&(6*(a&b)+5*(a&~b)-5*(a|b)-2*~(a|b)+4*~(a|~b)+2*~a))*(x|(6*(a&b)+5*(a&~b)-5*(a|b)-2*~(a|b)+4*~(a|~b)+2*~a))+(x&~(6*(a&b)+5*(a&~b)-5*(a|b)-2*~(a|b)+4*~(a|~b)+2*~a))*(~x&(6*(a&b)+5*(a&~b)-5*(a|b)-2*~(a|b)+4*~(a|~b)+2*~a)),x*b,(6*(a&b)+5*(a&~b)-5*(a|b)-2*~(a|b)+4*~(a|~b)+2*~a)
(x&(-7*(a&b)-11*(a&~b)+11*a-3*~(a&~b)+3*~(a|b)+4*~(a|~b)))*(x|(-7*(a&b)-11*(a&~b)+11*a-3*~(a&~b)+3*~(a|b)+4*~(a|~b)))+(x&~(-7*(a&b)-11*(a&~b)+11*a-3*~(a&~b)+3*~(a|b)+4*~(a|~b)))*(~x&(-7*(a&b)-11*(a&~b)+11*a-3*~(a&~b)+3*~(a|b)+4*~(a|~b))),x*b,(-7*(a&b)-11*(a&~b)+11*a-3*~(a&~b)+3*~(a|b)+4*~(a|~b))
-3*((3*(a&b)+4*(a&~b)-1*(a^b)-2*~(a&~a)+2*~(a|b)+3*~(a|~b))&y)-((3*(a&b)+4*(a&~b)-1*(a^b)-2*~(a&~a)+2*~(a|b)+3*~(a|~b))^y)+~y-~((3*(a&b)+4*(a&~b)-1*(a^b)-2*~(a&~a)+2*~(a|b)+3*~(a|~b))&y),-a-2*y,(3*(a&b)+4*(a&~b)-1*(a^b)-2*~(a&~a)+2*~(a|b)+3*~(a|~b))
(x&~(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b)))-1*~x-1*(x|(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b)))-1*(~(x&(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b))))+(~(x|~(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b))))+2*(x&(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b)))-1*(x|~(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b)))-1*(~(x&~(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b))))-2*(~(x|(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b))))+(~(x&~x))+2*(~(x|(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b))))+2*(~(x|~(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b))))-2*(x&(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b))),-2*(~(x^b))-~b,(-4*(a&b)-9*(a&~b)+4*(a^b)+5*(a|~b)-5*~(a|b)-3*~(a|~b))
2*((1*(a&b)-3*(a&~b)+2*(a^b)-2*~(a|b)-2*~(a|~b)+2*~b)|y)-(~(1*(a&b)-3*(a&~b)+2*(a^b)-2*~(a|b)-2*~(a|~b)+2*~b)&y)-((1*(a&b)-3*(a&~b)+2*(a^b)-2*~(a|b)-2*~(a|~b)+2*~b)&~y),a+y,(1*(a&b)-3*(a&~b)+2*(a^b)-2*~(a|b)-2*~(a|~b)+2*~b)
-2*(~(x&(-5*(a&b)-1*(a&~b)+1*~(a&~a)+5*~(a&~b)-6*~(a|b)-5*~(a|~b))))+x+(-5*(a&b)-1*(a&~b)+1*~(a&~a)+5*~(a&~b)-6*~(a|b)-5*~(a|~b))+4*(~(x|(-5*(a&b)-1*(a&~b)+1*~(a&~a)+5*~(a&~b)-6*~(a|b)-5*~(a|~b))))+1*(~(x|~(-5*(a&b)-1*(a&~b)+1*~(a&~a)+5*~(a&~b)-6*~(a|b)-5*~(a|~b))))-1*(x&~(-5*(a&b)-1*(a&~b)+1*~(a&~a)+5*~(a&~b)-6*~(a|b)-5*~(a|~b)))-2*(x&(-5*(a&b)-1*(a&~b)+1*~(a&~a)+5*~(a&~b)-6*~(a|b)-5*~(a|~b))),2*~x-2*(x^b),(-5*(a&b)-1*(a&~b)+1*~(a&~a)+5*~(a&~b)-6*~(a|b)-5*~(a|~b))
(~(-10*(a&b)-10*(a&~b)+11*a+1*~(a|b)+1*~(a|~b)-1*~a)&y)+~((-10*(a&b)-10*(a&~b)+11*a+1*~(a|b)+1*~(a|~b)-1*~a)|y)-~y,-a+y,(-10*(a&b)-10*(a&~b)+11*a+1*~(a|b)+1*~(a|~b)-1*~a)
(x^(8*(a&b)+9*(a&~b)-7*(a|~b)-2*~(a&b)+9*~(a|b)+3*~(a|~b)))+2*(8*(a&b)+9*(a&~b)-7*(a|~b)-2*~(a&b)+9*~(a|b)+3*~(a|~b))-2*(~x&(8*(a&b)+9*(a&~b)-7*(a|~b)-2*~(a&b)+9*~(a|b)+3*~(a|~b))),x+b,(8*(a&b)+9*(a&~b)-7*(a|~b)-2*~(a&b)+9*~(a|b)+3*~(a|~b))
-2*~(-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))+~y+4*((-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))|~y)-1*(~((-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))&y))-1*(-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))-1*(~((-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))&~(-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))))-1*((-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))|y)-1*y+(~((-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))&~y))-3*(~((-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))|y))+5*(~((-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))|~y))-1*((-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))&~y)-2*((-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))&y),-(~(a^y)),(-13*(a&b)-6*(a&~b)+7*a+7*~(a^b)-7*~(a|b))
-1*(-2*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a&~b)-3*~(a|b)-2*~(a|~b))-1*(~(x&(-2*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a&~b)-3*~(a|b)-2*~(a|~b))))+~x+x-1*(~(x^(-2*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a&~b)-3*~(a|b)-2*~(a|~b))))+1*(~(x|(-2*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a&~b)-3*~(a|b)-2*~(a|~b))))+2*(~(x|~(-2*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a&~b)-3*~(a|b)-2*~(a|~b))))+1*(x&~(-2*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a&~b)-3*~(a|b)-2*~(a|~b)))+2*(x&(-2*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a&~b)-3*~(a|b)-2*~(a|~b))),1*(x|b),(-2*(a&b)-2*(a&~b)+2*~(a&~a)+1*~(a&~b)-3*~(a|b)-2*~(a|~b))
((3*(a&b)+2*(a&~b)-2*a+1*~(a&b)-1*~(a|b)-1*~(a|~b))|y)-y+(~(3*(a&b)+2*(a&~b)-2*a+1*~(a&b)-1*~(a|b)-1*~(a|~b))&y),a^y,(3*(a&b)+2*(a&~b)-2*a+1*~(a&b)-1*~(a|b)-1*~(a|~b))
~(12*(a&b)+11*(a&~b)-11*~(a&~a)+12*~(a|b)+13*~(a|~b)-1*~a)-1*~x-1*(~(x&~x))+x+2*(x|(12*(a&b)+11*(a&~b)-11*~(a&~a)+12*~(a|b)+13*~(a|~b)-1*~a))+(~(x^(12*(a&b)+11*(a&~b)-11*~(a&~a)+12*~(a|b)+13*~(a|~b)-1*~a)))-1*(~(x&(12*(a&b)+11*(a&~b)-11*~(a&~a)+12*~(a|b)+13*~(a|~b)-1*~a)))-2*(x|~(12*(a&b)+11*(a&~b)-11*~(a&~a)+12*~(a|b)+13*~(a|~b)-1*~a))+1*(~(x|(12*(a&b)+11*(a&~b)-11*~(a&~a)+12*~(a|b)+13*~(a|~b)-1*~a)))+1*(x&~(12*(a&b)+11*(a&~b)-11*~(a&~a)+12*~(a|b)+13*~(a|~b)-1*~a))-3*(x&(12*(a&b)+11*(a&~b)-11*~(a&~a)+12*~(a|b)+13*~(a|~b)-1*~a)),1*(x^b)-2*(~(x&~b)),(12*(a&b)+11*(a&~b)-11*~(a&~a)+12*~(a|b)+13*~(a|~b)-1*~a)
-1*(~((11*(a&b)+12*(a&~b)-11*a+1*~(a&~b)-1*~(a|b)-1*~(a|~b))&~(11*(a&b)+12*(a&~b)-11*a+1*~(a&~b)-1*~(a|b)-1*~(a|~b))))-1*y+~y-1*(~((11*(a&b)+12*(a&~b)-11*a+1*~(a&~b)-1*~(a|b)-1*~(a|~b))&~y))-1*(11*(a&b)+12*(a&~b)-11*a+1*~(a&~b)-1*~(a|b)-1*~(a|~b))+1*(~((11*(a&b)+12*(a&~b)-11*a+1*~(a&~b)-1*~(a|b)-1*~(a|~b))|~y))+3*((11*(a&b)+12*(a&~b)-11*a+1*~(a&~b)-1*~(a|b)-1*~(a|~b))&y),-(a|y)-~a,(11*(a&b)+12*(a&~b)-11*a+1*~(a&~b)-1*~(a|b)-1*~(a|~b))
2*(4*(a&b)-5*(a&~b)+5*~(a&b)-3*~(a&~b)-2*~(a|b)-1*~(a|~b))-(~x)+(~(4*(a&b)-5*(a&~b)+5*~(a&b)-3*~(a&~b)-2*~(a|b)-1*~(a|~b))),x+b,(4*(a&b)-5*(a&~b)+5*~(a&b)-3*~(a&~b)-2*~(a|b)-1*~(a|~b))
-((2*(a&b)-5*(a&~b)-1*a-7*~(a|b)+7*~b)^y)+2*y+2*((2*(a&b)-5*(a&~b)-1*a-7*~(a|b)+7*~b)&~y),a+y,(2*(a&b)-5*(a&~b)-1*a-7*~(a|b)+7*~b)
-(x&(2*(a&b)+1*(a^b)-1*(a|b)+1*~(a|~b)))-2*(~x&(2*(a&b)+1*(a^b)-1*(a|b)+1*~(a|~b)))+~(x|(2*(a&b)+1*(a^b)-1*(a|b)+1*~(a|~b)))-~(x^(2*(a&b)+1*(a^b)-1*(a|b)+1*~(a|~b))),-2*b,(2*(a&b)+1*(a^b)-1*(a|b)+1*~(a|~b))
-2*(~(8*(a&b)+10*(a&~b)-7*~(a&~a)+9*~(a|b)+7*~(a|~b)-2*~b)&y)+((8*(a&b)+10*(a&~b)-7*~(a&~a)+9*~(a|b)+7*~(a|~b)-2*~b)^y)+~((8*(a&b)+10*(a&~b)-7*~(a&~a)+9*~(a|b)+7*~(a|~b)-2*~b)|y)-((8*(a&b)+10*(a&~b)-7*~(a&~a)+9*~(a|b)+7*~(a|~b)-2*~b)|~y),-y,(8*(a&b)+10*(a&~b)-7*~(a&~a)+9*~(a|b)+7*~(a|~b)-2*~b)
(~x|(-1*(a&b)-5*(a&~b)+2*~(a&~a)-5*~(a|b)-1*~(a|~b)+3*~b))+(x&~(-1*(a&b)-5*(a&~b)+2*~(a&~a)-5*~(a|b)-1*~(a|~b)+3*~b))-~(x^(-1*(a&b)-5*(a&~b)+2*~(a&~a)-5*~(a|b)-1*~(a|~b)+3*~b)),x^b,(-1*(a&b)-5*(a&~b)+2*~(a&~a)-5*~(a|b)-1*~(a|~b)+3*~b)
((-4*(a&b)-6*(a&~b)+2*(a^b)+5*(a|~b)-5*~(a|b)-2*~(a|~b))|y)-(~(-4*(a&b)-6*(a&~b)+2*(a^b)+5*(a|~b)-5*~(a|b)-2*~(a|~b))&y)-((-4*(a&b)-6*(a&~b)+2*(a^b)+5*(a|~b)-5*~(a|b)-2*~(a|~b))&~y),a&y,(-4*(a&b)-6*(a&~b)+2*(a^b)+5*(a|~b)-5*~(a|b)-2*~(a|~b))
-2*(x&(-1*(a&b)-4*(a&~b)+2*a-2*~(a|b)+1*~(a|~b)+2*~b))-2*(x|(-1*(a&b)-4*(a&~b)+2*a-2*~(a|b)+1*~(a|~b)+2*~b))+~(-1*(a&b)-4*(a&~b)+2*a-2*~(a|b)+1*~(a|~b)+2*~b)-~x,-x-3*b,(-1*(a&b)-4*(a&~b)+2*a-2*~(a|b)+1*~(a|~b)+2*~b)
3*((8*(a&b)+3*(a&~b)-2*~(a&~a)-5*~(a&~b)+7*~(a|b)+7*~(a|~b))&~y)-(~(8*(a&b)+3*(a&~b)-2*~(a&~a)-5*~(a&~b)+7*~(a|b)+7*~(a|~b))&y)+(~(8*(a&b)+3*(a&~b)-2*~(a&~a)-5*~(a&~b)+7*~(a|b)+7*~(a|~b))|y)-~((8*(a&b)+3*(a&~b)-2*~(a&~a)-5*~(a&~b)+7*~(a|b)+7*~(a|~b))&y),2*a-y,(8*(a&b)+3*(a&~b)-2*~(a&~a)-5*~(a&~b)+7*~(a|b)+7*~(a|~b))
-3*(x&~(-6*(a&b)-7*(a&~b)+5*(a|b)+2*(a|~b)-2*~(a|b)-4*~(a|~b)))+2*(x^(-6*(a&b)-7*(a&~b)+5*(a|b)+2*(a|~b)-2*~(a|b)-4*~(a|~b)))-(x|(-6*(a&b)-7*(a&~b)+5*(a|b)+2*(a|~b)-2*~(a|b)-4*~(a|~b)))+(x|~(-6*(a&b)-7*(a&~b)+5*(a|b)+2*(a|~b)-2*~(a|b)-4*~(a|~b)))-(~x|(-6*(a&b)-7*(a&~b)+5*(a|b)+2*(a|~b)-2*~(a|b)-4*~(a|~b))),-x,(-6*(a&b)-7*(a&~b)+5*(a|b)+2*(a|~b)-2*~(a|b)-4*~(a|~b))
-((2*(a&b)-6*(a&~b)+7*(a^b)-1*~(a^b)+1*~(a|b)-7*~(a|~b))|~y)+(~y)+((2*(a&b)-6*(a&~b)+7*(a^b)-1*~(a^b)+1*~(a|b)-7*~(a|~b))&~y)+y,a^y,(2*(a&b)-6*(a&~b)+7*(a^b)-1*~(a^b)+1*~(a|b)-7*~(a|~b))
4*(~x&(-4*(a&b)+1*(a&~b)-1*~(a&b)+5*~(a^b)-4*~(a|b)+2*~(a|~b)))-(x^(-4*(a&b)+1*(a&~b)-1*~(a&b)+5*~(a^b)-4*~(a|b)+2*~(a|~b)))+3*~(x|(-4*(a&b)+1*(a&~b)-1*~(a&b)+5*~(a^b)-4*~(a|b)+2*~(a|~b)))+~(x^(-4*(a&b)+1*(a&~b)-1*~(a&b)+5*~(a^b)-4*~(a|b)+2*~(a|~b)))-~(-4*(a&b)+1*(a&~b)-1*~(a&b)+5*~(a^b)-4*~(a|b)+2*~(a|~b))-~x-(~x|(-4*(a&b)+1*(a&~b)-1*~(a&b)+5*~(a^b)-4*~(a|b)+2*~(a|~b)))-~(x&(-4*(a&b)+1*(a&~b)-1*~(a&b)+5*~(a^b)-4*~(a|b)+2*~(a|~b))),-3*(x&~b),(-4*(a&b)+1*(a&~b)-1*~(a&b)+5*~(a^b)-4*~(a|b)+2*~(a|~b))
-4*((2*(a&b)+1*(a&~b)-1*~(a&~a)+1*~(a|~b)+1*~b)&y)-((2*(a&b)+1*(a&~b)-1*~(a&~a)+1*~(a|~b)+1*~b)&~y)-(~(2*(a&b)+1*(a&~b)-1*~(a&~a)+1*~(a|~b)+1*~b)&y)-((2*(a&b)+1*(a&~b)-1*~(a&~a)+1*~(a|~b)+1*~b)^y),-2*a-2*y,(2*(a&b)+1*(a&~b)-1*~(a&~a)+1*~(a|~b)+1*~b)
-2*(x&(-2*(a&~b)+2*(a|b)-1*~(a^b)+1*~(a|b)-1*~(a|~b)))-(~x&(-2*(a&~b)+2*(a|b)-1*~(a^b)+1*~(a|b)-1*~(a|~b)))-(x^(-2*(a&~b)+2*(a|b)-1*~(a^b)+1*~(a|b)-1*~(a|~b)))+3*~(x|(-2*(a&~b)+2*(a|b)-1*~(a^b)+1*~(a|b)-1*~(a|~b)))-~(x^(-2*(a&~b)+2*(a|b)-1*~(a^b)+1*~(a|b)-1*~(a|~b)))-(x|~(-2*(a&~b)+2*(a|b)-1*~(a^b)+1*~(a|b)-1*~(a|~b)))-(~x|(-2*(a&~b)+2*(a|b)-1*~(a^b)+1*~(a|b)-1*~(a|~b))),-2*x-3*b,(-2*(a&~b)+2*(a|b)-1*~(a^b)+1*~(a|b)-1*~(a|~b))
4*(~(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~b)&y)-((1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~b)^y)+3*~((1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~b)|y)+~((1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~b)^y)-~y-~(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~b)-(~(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~b)|y)-~((1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~b)&y),-3*(a&~y),(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~b)
-(x&(-1*(a&b)-1*(a&~b)+1*(a|~b)+1*~(a&~b)-2*~(a|b)))-(x&~(-1*(a&b)-1*(a&~b)+1*(a|~b)+1*~(a&~b)-2*~(a|b)))+(~x&(-1*(a&b)-1*(a&~b)+1*(a|~b)+1*~(a&~b)-2*~(a|b)))+~(-1*(a&b)-1*(a&~b)+1*(a|~b)+1*~(a&~b)-2*~(a|b))-~(x&(-1*(a&b)-1*(a&~b)+1*(a|~b)+1*~(a&~b)-2*~(a|b))),-x,(-1*(a&b)-1*(a&~b)+1*(a|~b)+1*~(a&~b)-2*~(a|b))
2*(1*(a&b)-2*(a&~b)-2*~(a&b)-2*~(a|b)+3*~(a|~b)+4*~b)-1*(x^(1*(a&b)-2*(a&~b)-2*~(a&b)-2*~(a|b)+3*~(a|~b)+4*~b))-1*(~(x&(1*(a&b)-2*(a&~b)-2*~(a&b)-2*~(a|b)+3*~(a|~b)+4*~b)))-2*x-2*(~(x&~x))+(x|~(1*(a&b)-2*(a&~b)-2*~(a&b)-2*~(a|b)+3*~(a|~b)+4*~b))+3*(~(x|(1*(a&b)-2*(a&~b)-2*~(a&b)-2*~(a|b)+3*~(a|~b)+4*~b)))+4*(~(x|~(1*(a&b)-2*(a&~b)-2*~(a&b)-2*~(a|b)+3*~(a|~b)+4*~b)))+4*(x&~(1*(a&b)-2*(a&~b)-2*~(a&b)-2*~(a|b)+3*~(a|~b)+4*~b))+1*(x&(1*(a&b)-2*(a&~b)-2*~(a&b)-2*~(a|b)+3*~(a|~b)+4*~b)),-~b+2*~x,(1*(a&b)-2*(a&~b)-2*~(a&b)-2*~(a|b)+3*~(a|~b)+4*~b)
~(3*(a&b)+10*(a&~b)-7*(a^b)-2*(a|~b)+2*~(a|b)+7*~(a|~b))-1*y+((3*(a&b)+10*(a&~b)-7*(a^b)-2*(a|~b)+2*~(a|b)+7*~(a|~b))|y)+(3*(a&b)+10*(a&~b)-7*(a^b)-2*(a|~b)+2*~(a|b)+7*~(a|~b))-1*(~((3*(a&b)+10*(a&~b)-7*(a^b)-2*(a|~b)+2*~(a|b)+7*~(a|~b))^y))-1*(~((3*(a&b)+10*(a&~b)-7*(a^b)-2*(a|~b)+2*~(a|b)+7*~(a|~b))&~(3*(a&b)+10*(a&~b)-7*(a^b)-2*(a|~b)+2*~(a|b)+7*~(a|~b))))-2*((3*(a&b)+10*(a&~b)-7*(a^b)-2*(a|~b)+2*~(a|b)+7*~(a|~b))&~y),-(a|~y),(3*(a&b)+10*(a&~b)-7*(a^b)-2*(a|~b)+2*~(a|b)+7*~(a|~b))
(~(x^(-3*(a&b)-4*(a&~b)+1*(a|b)+3*a)))+(x|~(-3*(a&b)-4*(a&~b)+1*(a|b)+3*a))+2*(~(x&(-3*(a&b)-4*(a&~b)+1*(a|b)+3*a)))-1*x-1*(x|(-3*(a&b)-4*(a&~b)+1*(a|b)+3*a))-1*(~(x&~(-3*(a&b)-4*(a&~b)+1*(a|b)+3*a)))-1*(-3*(a&b)-4*(a&~b)+1*(a|b)+3*a)+4*(~(x|~(-3*(a&b)-4*(a&~b)+1*(a|b)+3*a)))+1*(x&~(-3*(a&b)-4*(a&~b)+1*(a|b)+3*a))+4*(x&(-3*(a&b)-4*(a&~b)+1*(a|b)+3*a)),1*~x+2*(~(x&~x)),(-3*(a&b)-4*(a&~b)+1*(a|b)+3*a)
-1*(~((-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))&y))+((-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))|y)+((-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))^y)-1*~y-2*(-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))-4*(~((-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))&~(-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))))+7*(~((-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))|y))+3*(~((-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))|~y))+7*((-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))&~y)+6*((-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))&y),1*(a|~y),(-6*(a&b)-4*(a&~b)+5*a+2*~(a^b)-2*~(a|b))
-1*(-6*(a&b)-7*(a&~b)+7*a-2*~(a|b)-1*~(a|~b)+2*~a)+(~(x&~x))-1*x-1*(~(x^(-6*(a&b)-7*(a&~b)+7*a-2*~(a|b)-1*~(a|~b)+2*~a)))+(x|~(-6*(a&b)-7*(a&~b)+7*a-2*~(a|b)-1*~(a|~b)+2*~a))-2*(x&~(-6*(a&b)-7*(a&~b)+7*a-2*~(a|b)-1*~(a|~b)+2*~a))+2*(x&(-6*(a&b)-7*(a&~b)+7*a-2*~(a|b)-1*~(a|~b)+2*~a)),-(x^b)+1*(~(x&~b)),(-6*(a&b)-7*(a&~b)+7*a-2*~(a|b)-1*~(a|~b)+2*~a)
-1*((3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))|y)+(~((3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))&~y))+2*y-2*~y-1*~(3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))-1*(~((3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))&~(3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))))+(~((3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))^y))+(3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))+2*(~((3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))|y))-1*(~((3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))|~y))+3*((3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))&~y)-2*((3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))&y),-(~(a&y))+1*(a|~y),(3*(a&b)+6*(a&~b)+3*b-5*~(a&~a)+5*~(a|b)+2*~(a|~b))
2*(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b))+~(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b))+(x^(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b)))-1*(~(x&~x))-1*~x+(x|~(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b)))+(~(x&(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b))))+(x|(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b)))-2*(~(x|(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b))))-3*(~(x|~(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b))))-4*(x&~(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b)))-4*(x&(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b))),-(~(x^b)),(1*(a&b)-2*(a&~b)+3*(a^b)-1*~(a&b)+1*~(a|b)-1*~(a|~b))
-1*(~((10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))&~(10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))))+((10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))^y)-2*(~((10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))&~y))-1*(~((10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))&y))+~(10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))+((10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))|y)+1*(~((10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))|y))+1*(~((10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))|~y))-3*((10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))&~y)-1*((10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))&y),-2*(a|~y)-a,(10*(a&b)+7*(a&~b)-6*(a|b)-3*b+9*~(a|~b))
